metric,score
Exact Match,0.06048387096774194
Fuzzy Match,0.7304587140975253
Corpus BLEU,0.3380088258627159
ROUGE-1,0.4491584022436619
ROUGE-2,0.37051154670803427
ROUGE-L,0.4332035094968079
Token F1,0.4491584022436619
BERT Precision,0.7998185753822327
BERT Recall,0.7969196438789368
BERT F1,0.7966063022613525
