metric,score
Normalized Exact Match,0.0
Token F1,0.20768346475744567
Fuzzy Match,0.5105986276588882
Corpus BLEU,0.026565104253091668
ROUGE-1,0.20768346475744567
ROUGE-2,0.07046643289437547
ROUGE-L,0.1771389941337897
METEOR,0.18840329406963238
BERTScore Precision,0.7054905295372009
BERTScore Recall,0.7266253232955933
BERTScore F1,0.7149454951286316
Truncated Outputs,1.0
Empty Outputs,0.0
Average Generated Tokens,222.83064516129033
Maximum Generated Tokens,1024.0
