metric,score
Exact Match,0.0
Fuzzy Match,0.5125578747217882
Corpus BLEU,0.017620664512554854
ROUGE-1,0.13695977484757463
ROUGE-2,0.04691961717182728
ROUGE-L,0.11645746048831733
Token F1,0.13695977484757463
BERT Precision,0.6252923607826233
BERT Recall,0.69747394323349
BERT F1,0.6583412885665894
