metric,score
Normalized Exact Match,0.0
Token F1,0.16754844635166208
Fuzzy Match,0.4974696021019048
Corpus BLEU,0.01599351151156911
ROUGE-1,0.16754844635166208
ROUGE-2,0.04949657571561933
ROUGE-L,0.1388990085829669
METEOR,0.170604277518976
BERTScore Precision,0.6719579100608826
BERTScore Recall,0.718494176864624
BERTScore F1,0.6935055255889893
Truncated Outputs,0.0
Empty Outputs,0.0
Average Generated Tokens,363.43145161290323
Maximum Generated Tokens,2036.0
