metric,score
Exact Match,0.0
Fuzzy Match,0.5757172225597491
Corpus BLEU,0.04988947655455995
ROUGE-1,0.261915558113913
ROUGE-2,0.11972177903603097
ROUGE-L,0.23795789573727535
Token F1,0.261915558113913
BERT Precision,0.7225771546363831
BERT Recall,0.7345117330551147
BERT F1,0.7264322638511658
