metric,score
Exact Match,0.3911290322580645
Fuzzy Match,0.9238149280897291
Corpus BLEU,0.6363049156598809
ROUGE-1,0.7882289902121139
ROUGE-2,0.7239884143026435
ROUGE-L,0.7711996712996435
Token F1,0.7882289902121139
BERT Precision,0.9264712333679199
BERT Recall,0.9212037324905396
BERT F1,0.9227112531661987
