metric,score
Exact Match,0.004032258064516129
Fuzzy Match,0.6020769498476807
Corpus BLEU,0.13425704626495924
ROUGE-1,0.31991176848451647
ROUGE-2,0.16226773918224643
ROUGE-L,0.28582859853735376
Token F1,0.31991176848451647
BERT Precision,0.7850744724273682
BERT Recall,0.7759060859680176
BERT F1,0.7793148159980774
