metric,score
Exact Match,0.1693548387096774
Fuzzy Match,0.8812275348016956
Corpus BLEU,0.41218090276299
ROUGE-1,0.6538244247779673
ROUGE-2,0.5630215391190203
ROUGE-L,0.6219928029147569
Token F1,0.6538244247779673
BERT Precision,0.8439387679100037
BERT Recall,0.8718103766441345
BERT F1,0.8562157154083252
Truncated Outputs,13.0
