metric,score
Exact Match,0.0
Fuzzy Match,0.5726582928752281
Corpus BLEU,0.048763298774101765
ROUGE-1,0.26262180135992896
ROUGE-2,0.11551560556280493
ROUGE-L,0.23169876097392814
Token F1,0.26262180135992896
BERT Precision,0.7238044738769531
BERT Recall,0.7353412508964539
BERT F1,0.7283283472061157
