metric,score
Exact Match,0.0
Fuzzy Match,0.4941138866456648
Corpus BLEU,0.02238419779165654
ROUGE-1,0.1670906833867286
ROUGE-2,0.05174936513953404
ROUGE-L,0.14347021898406176
Token F1,0.1670906833867286
BERT Precision,0.6893834471702576
BERT Recall,0.701010525226593
BERT F1,0.6935523152351379
