metric,score
Exact Match,0.01
Token F1,0.3742434087883179
ROUGE-1,0.03666666666666667
ROUGE-2,0.0
ROUGE-L,0.03666666666666667
BLEU,18.821741293797707
chrF,38.71618001142711
BERT Precision,0.8089903128147126
BERT Recall,0.7769341975450516
BERT F1,0.7914279848337173
