metric,score
Exact Match,0.1693548387096774
Fuzzy Match,0.8679775763784295
Corpus BLEU,0.5062162739168073
ROUGE-1,0.6518472823221788
ROUGE-2,0.5613677562796203
ROUGE-L,0.6304829842041474
Token F1,0.6518472823221788
BERT Precision,0.8713384866714478
BERT Recall,0.8777689933776855
BERT F1,0.8727016448974609
Truncated Outputs,1.0
